"computer_id","activity_type","affected_user_id","timestamp"
"C5","FILE_DOWNLOAD","U58",2024-12-01 06:03:25.000
"C38","LOGIN_FAILURE","U62",2024-12-01 10:54:11.000
"C45","LOGIN_FAILURE","U85",2024-12-01 01:03:14.000
"C41","LOGIN_FAILURE","U80",2024-12-01 01:40:28.000
"C47","LOGIN_FAILURE","U6",2024-12-01 11:48:36.000
"C14","LOGIN_FAILURE","U67",2024-12-01 02:02:35.000
"C39","LOGIN_FAILURE","U41",2024-12-01 10:40:52.000
"C25","FILE_DOWNLOAD","U43",2024-12-01 13:03:04.000
"C20","LOGIN_FAILURE","U85",2024-12-01 13:38:51.000
"C2","FILE_DOWNLOAD","U77",2024-12-01 15:40:50.000
"C39","LOGIN_FAILURE","U18",2024-12-01 05:18:00.000
"C6","UNAUTHORIZED_ACCESS","U58",2024-12-01 08:53:27.000
"C17","DATA_EXFILTRATION","U60",2024-12-01 19:20:21.000
"C25","LOGIN_FAILURE","U88",2024-12-01 15:00:08.000
"C28","MALWARE_ALERT","U27",2024-12-01 20:36:17.000
"C2","DATA_EXFILTRATION","U68",2024-12-01 06:33:20.000
"C35","UNAUTHORIZED_ACCESS","U22",2024-12-01 06:11:20.000
"C37","FILE_DOWNLOAD","U24",2024-12-01 06:22:26.000
"C5","LOGIN_FAILURE","U40",2024-12-01 02:52:30.000
"C1","FILE_DOWNLOAD","U74",2024-12-01 22:11:27.000
"C40","FILE_DOWNLOAD","U66",2024-12-01 13:55:40.000
"C12","FILE_DOWNLOAD","U40",2024-12-01 22:33:46.000
"C36","LOGIN_FAILURE","U6",2024-12-01 08:46:06.000
"C45","DATA_EXFILTRATION","U18",2024-12-01 18:07:10.000
"C23","UNAUTHORIZED_ACCESS","U81",2024-12-01 21:13:55.000
"C47","LOGIN_FAILURE","U87",2024-12-01 05:12:38.000
"C31","LOGIN_FAILURE","U30",2024-12-01 08:27:13.000
"C11","LOGIN_FAILURE","U21",2024-12-01 16:47:23.000
"C10","DATA_EXFILTRATION","U62",2024-12-01 23:13:31.000
"C3","FILE_DOWNLOAD","U10",2024-12-01 09:14:49.000
"C14","FILE_DOWNLOAD","U13",2024-12-01 16:43:56.000
"C16","FILE_DOWNLOAD","U76",2024-12-01 09:17:46.000
"C10","FILE_DOWNLOAD","U9",2024-12-01 00:20:31.000
"C29","LOGIN_FAILURE","U68",2024-12-01 16:56:21.000
"C10","FILE_DOWNLOAD","U39",2024-12-01 10:28:20.000
"C12","MALWARE_ALERT","U24",2024-12-01 19:54:03.000
"C30","UNAUTHORIZED_ACCESS","U34",2024-12-01 05:45:06.000
"C41","UNAUTHORIZED_ACCESS","U61",2024-12-01 02:41:21.000
"C1","UNAUTHORIZED_ACCESS","U41",2024-12-01 16:04:58.000
"C5","FILE_DOWNLOAD","U5",2024-12-01 12:34:53.000
"C20","FILE_DOWNLOAD","U79",2024-12-01 21:23:34.000
"C8","MALWARE_ALERT","U50",2024-12-01 10:53:30.000
"C43","UNAUTHORIZED_ACCESS","U4",2024-12-01 23:15:46.000
"C12","LOGIN_FAILURE","U51",2024-12-01 15:26:55.000
"C1","LOGIN_FAILURE","U52",2024-12-01 09:06:20.000
"C20","LOGIN_FAILURE","U39",2024-12-01 16:37:58.000
"C28","FILE_DOWNLOAD","U8",2024-12-01 10:59:59.000
"C43","LOGIN_FAILURE","U45",2024-12-01 07:15:11.000
"C37","LOGIN_FAILURE","U88",2024-12-01 14:00:22.000
"C47","LOGIN_FAILURE","U28",2024-12-01 17:35:35.000
"C37","LOGIN_FAILURE","U27",2024-12-01 03:52:59.000
"C12","DATA_EXFILTRATION","U65",2024-12-01 08:38:11.000
"C37","LOGIN_FAILURE","U34",2024-12-01 13:53:06.000
"C49","FILE_DOWNLOAD","U81",2024-12-01 20:49:23.000
"C49","FILE_DOWNLOAD","U62",2024-12-01 13:04:09.000
"C44","DATA_EXFILTRATION","U62",2024-12-01 20:55:41.000
"C28","LOGIN_FAILURE","U38",2024-12-01 10:46:20.000
"C47","UNAUTHORIZED_ACCESS","U26",2024-12-01 10:44:56.000
"C15","FILE_DOWNLOAD","U24",2024-12-01 00:47:55.000
"C6","UNAUTHORIZED_ACCESS","U39",2024-12-01 23:57:55.000
"C44","UNAUTHORIZED_ACCESS","U21",2024-12-01 14:24:39.000
"C20","LOGIN_FAILURE","U94",2024-12-01 09:59:36.000
"C50","LOGIN_FAILURE","U47",2024-12-01 00:17:41.000
"C14","LOGIN_FAILURE","U48",2024-12-01 20:36:17.000
"C2","FILE_DOWNLOAD","U13",2024-12-01 01:47:08.000
"C9","LOGIN_FAILURE","U3",2024-12-01 22:04:42.000
"C37","LOGIN_FAILURE","U32",2024-12-01 18:05:07.000
"C20","FILE_DOWNLOAD","U35",2024-12-01 10:25:12.000
"C26","LOGIN_FAILURE","U19",2024-12-01 08:22:42.000
"C29","LOGIN_FAILURE","U14",2024-12-01 22:06:09.000
"C1","FILE_DOWNLOAD","U48",2024-12-01 12:49:39.000
"C35","LOGIN_FAILURE","U86",2024-12-01 07:58:25.000
"C6","LOGIN_FAILURE","U81",2024-12-01 23:10:42.000
"C37","FILE_DOWNLOAD","U68",2024-12-01 06:55:20.000
"C5","FILE_DOWNLOAD","U45",2024-12-01 22:36:21.000
"C33","DATA_EXFILTRATION","U19",2024-12-01 09:07:30.000
"C49","FILE_DOWNLOAD","U64",2024-12-02 00:00:00.000
"C14","FILE_DOWNLOAD","U66",2024-12-01 04:58:47.000
"C12","FILE_DOWNLOAD","U79",2024-12-01 22:52:25.000
"C42","DATA_EXFILTRATION","U66",2024-12-01 03:32:15.000
"C20","DATA_EXFILTRATION","U75",2024-12-01 22:50:42.000
"C50","DATA_EXFILTRATION","U45",2024-12-01 23:31:57.000
"C24","FILE_DOWNLOAD","U87",2024-12-01 01:26:07.000
"C43","LOGIN_FAILURE","U74",2024-12-01 11:14:52.000
"C34","LOGIN_FAILURE","U67",2024-12-01 16:02:59.000
"C25","LOGIN_FAILURE","U69",2024-12-01 01:12:53.000
"C50","UNAUTHORIZED_ACCESS","U3",2024-12-01 21:06:05.000
"C29","FILE_DOWNLOAD","U38",2024-12-01 13:17:03.000
"C39","MALWARE_ALERT","U77",2024-12-01 04:47:04.000
"C31","LOGIN_FAILURE","U42",2024-12-01 03:16:53.000
"C47","DATA_EXFILTRATION","U83",2024-12-01 10:44:40.000
"C43","LOGIN_FAILURE","U40",2024-12-01 11:53:43.000
"C50","LOGIN_FAILURE","U50",2024-12-01 15:07:40.000
"C23","LOGIN_FAILURE","U35",2024-12-01 06:23:41.000
"C44","FILE_DOWNLOAD","U24",2024-12-01 07:18:38.000
"C38","FILE_DOWNLOAD","U88",2024-12-01 04:48:42.000
"C20","DATA_EXFILTRATION","U17",2024-12-01 19:38:21.000
"C23","LOGIN_FAILURE","U40",2024-12-01 13:19:13.000
"C45","FILE_DOWNLOAD","U74",2024-12-01 19:19:39.000
"C16","FILE_DOWNLOAD","U66",2024-12-01 18:16:11.000
"C50","LOGIN_FAILURE","U44",2024-12-01 09:55:20.000
"C42","DATA_EXFILTRATION","U23",2024-12-01 05:59:27.000
"C8","MALWARE_ALERT","U6",2024-12-01 09:21:21.000
"C50","MALWARE_ALERT","U66",2024-12-01 17:32:36.000
"C21","DATA_EXFILTRATION","U21",2024-12-01 10:44:44.000
"C1","MALWARE_ALERT","U35",2024-12-01 12:19:56.000
"C8","LOGIN_FAILURE","U29",2024-12-01 04:11:35.000
"C29","MALWARE_ALERT","U7",2024-12-01 17:03:05.000
"C32","LOGIN_FAILURE","U93",2024-12-01 02:44:29.000
"C38","LOGIN_FAILURE","U53",2024-12-01 05:07:29.000
"C5","LOGIN_FAILURE","U37",2024-12-01 08:12:51.000
"C47","MALWARE_ALERT","U23",2024-12-01 14:28:09.000
"C22","MALWARE_ALERT","U97",2024-12-01 20:17:28.000
"C47","LOGIN_FAILURE","U8",2024-12-01 13:19:02.000
"C34","MALWARE_ALERT","U76",2024-12-01 03:17:16.000
"C1","UNAUTHORIZED_ACCESS","U48",2024-12-01 14:21:57.000
"C26","LOGIN_FAILURE","U10",2024-12-01 00:30:24.000
"C43","LOGIN_FAILURE","U79",2024-12-01 09:37:43.000
"C10","MALWARE_ALERT","U24",2024-12-01 19:32:09.000
"C30","LOGIN_FAILURE","U90",2024-12-01 04:29:59.000
"C50","FILE_DOWNLOAD","U47",2024-12-01 16:33:29.000
"C18","LOGIN_FAILURE","U53",2024-12-01 13:25:11.000
"C17","FILE_DOWNLOAD","U39",2024-12-01 09:32:42.000
"C26","MALWARE_ALERT","U67",2024-12-01 21:16:59.000
"C8","FILE_DOWNLOAD","U66",2024-12-01 13:52:21.000
"C47","DATA_EXFILTRATION","U6",2024-12-01 23:14:55.000
"C40","DATA_EXFILTRATION","U21",2024-12-01 13:31:29.000
"C49","MALWARE_ALERT","U73",2024-12-01 03:56:41.000
"C12","FILE_DOWNLOAD","U74",2024-12-01 08:30:47.000
"C27","LOGIN_FAILURE","U36",2024-12-01 17:09:57.000
"C8","FILE_DOWNLOAD","U3",2024-12-01 00:54:40.000
"C25","LOGIN_FAILURE","U88",2024-12-01 22:33:25.000
"C46","DATA_EXFILTRATION","U86",2024-12-01 20:26:24.000
"C4","LOGIN_FAILURE","U78",2024-12-01 11:56:32.000
"C33","FILE_DOWNLOAD","U42",2024-12-01 22:12:44.000
"C1","LOGIN_FAILURE","U45",2024-12-01 08:03:35.000
"C19","MALWARE_ALERT","U44",2024-12-01 23:34:49.000
"C31","DATA_EXFILTRATION","U91",2024-12-01 02:18:05.000
"C16","LOGIN_FAILURE","U33",2024-12-01 23:08:03.000
"C14","DATA_EXFILTRATION","U60",2024-12-01 16:54:12.000
"C48","LOGIN_FAILURE","U86",2024-12-01 11:00:08.000
"C5","FILE_DOWNLOAD","U93",2024-12-01 23:38:17.000
"C41","DATA_EXFILTRATION","U83",2024-12-01 14:51:56.000
"C26","LOGIN_FAILURE","U83",2024-12-01 04:14:52.000
"C28","UNAUTHORIZED_ACCESS","U70",2024-12-01 05:05:20.000
"C2","LOGIN_FAILURE","U83",2024-12-01 01:39:03.000
"C50","LOGIN_FAILURE","U77",2024-12-01 01:21:17.000
"C6","UNAUTHORIZED_ACCESS","U26",2024-12-01 11:04:53.000
"C9","LOGIN_FAILURE","U86",2024-12-01 17:56:09.000
"C33","UNAUTHORIZED_ACCESS","U21",2024-12-01 04:13:40.000
"C41","UNAUTHORIZED_ACCESS","U100",2024-12-01 03:32:19.000
"C25","LOGIN_FAILURE","U2",2024-12-01 08:32:55.000
"C48","FILE_DOWNLOAD","U47",2024-12-01 19:34:17.000
"C13","LOGIN_FAILURE","U30",2024-12-01 04:56:21.000
"C9","FILE_DOWNLOAD","U27",2024-12-01 14:09:00.000
"C13","LOGIN_FAILURE","U71",2024-12-01 16:30:59.000
"C31","LOGIN_FAILURE","U20",2024-12-01 13:30:29.000
"C41","LOGIN_FAILURE","U50",2024-12-01 19:40:04.000
"C11","FILE_DOWNLOAD","U95",2024-12-01 15:15:35.000
"C4","UNAUTHORIZED_ACCESS","U23",2024-12-01 21:23:03.000
"C34","DATA_EXFILTRATION","U13",2024-12-01 05:37:33.000
"C38","MALWARE_ALERT","U81",2024-12-01 15:06:19.000
"C46","FILE_DOWNLOAD","U4",2024-12-01 23:50:41.000
"C4","DATA_EXFILTRATION","U14",2024-12-01 03:36:18.000
"C38","LOGIN_FAILURE","U20",2024-12-01 17:48:59.000
"C19","MALWARE_ALERT","U13",2024-12-01 22:24:54.000
"C6","UNAUTHORIZED_ACCESS","U3",2024-12-01 14:51:32.000
"C34","LOGIN_FAILURE","U90",2024-12-01 10:11:06.000
"C18","FILE_DOWNLOAD","U90",2024-12-01 01:11:28.000
"C13","DATA_EXFILTRATION","U82",2024-12-01 13:29:26.000
"C41","UNAUTHORIZED_ACCESS","U96",2024-12-01 07:54:37.000
"C23","MALWARE_ALERT","U78",2024-12-01 16:08:35.000
"C19","LOGIN_FAILURE","U47",2024-12-01 16:11:27.000
"C45","LOGIN_FAILURE","U3",2024-12-01 08:35:47.000
"C11","LOGIN_FAILURE","U1",2024-12-01 13:12:17.000
"C1","MALWARE_ALERT","U90",2024-12-01 03:37:02.000
"C24","LOGIN_FAILURE","U24",2024-12-01 13:22:27.000
"C7","DATA_EXFILTRATION","U35",2024-12-01 19:49:24.000
"C25","LOGIN_FAILURE","U14",2024-12-01 23:28:38.000
"C21","LOGIN_FAILURE","U67",2024-12-01 13:03:32.000
"C15","FILE_DOWNLOAD","U13",2024-12-01 02:12:16.000
"C1","MALWARE_ALERT","U47",2024-12-01 14:29:44.000
"C12","LOGIN_FAILURE","U50",2024-12-01 10:02:40.000
"C7","FILE_DOWNLOAD","U78",2024-12-01 06:54:38.000
"C15","FILE_DOWNLOAD","U85",2024-12-01 04:26:51.000
"C21","LOGIN_FAILURE","U26",2024-12-01 16:33:20.000
"C19","LOGIN_FAILURE","U3",2024-12-01 03:20:15.000
"C29","DATA_EXFILTRATION","U51",2024-12-01 07:43:21.000
"C25","FILE_DOWNLOAD","U40",2024-12-01 23:21:49.000
"C33","LOGIN_FAILURE","U68",2024-12-01 23:16:59.000
"C49","DATA_EXFILTRATION","U36",2024-12-01 21:44:29.000
"C32","UNAUTHORIZED_ACCESS","U51",2024-12-01 00:46:39.000
"C49","FILE_DOWNLOAD","U1",2024-12-01 01:50:29.000
"C35","FILE_DOWNLOAD","U33",2024-12-01 12:08:33.000
"C44","DATA_EXFILTRATION","U7",2024-12-01 08:52:05.000
"C38","UNAUTHORIZED_ACCESS","U52",2024-12-01 04:35:05.000
"C26","MALWARE_ALERT","U11",2024-12-01 20:33:20.000
"C11","FILE_DOWNLOAD","U27",2024-12-01 07:28:16.000
"C35","FILE_DOWNLOAD","U14",2024-12-01 02:29:52.000
"C8","MALWARE_ALERT","U86",2024-12-01 20:10:41.000
"C46","LOGIN_FAILURE","U80",2024-12-01 07:32:32.000
"C14","FILE_DOWNLOAD","U46",2024-12-01 21:20:58.000
"C10","DATA_EXFILTRATION","U76",2024-12-01 07:51:45.000
"C2","FILE_DOWNLOAD","U10",2024-12-01 08:28:59.000
"C46","FILE_DOWNLOAD","U24",2024-12-01 11:57:44.000
"C9","FILE_DOWNLOAD","U61",2024-12-01 05:22:20.000
"C3","LOGIN_FAILURE","U18",2024-12-01 21:41:56.000
"C21","FILE_DOWNLOAD","U86",2024-12-01 00:06:11.000
"C26","MALWARE_ALERT","U9",2024-12-01 10:05:42.000
"C8","LOGIN_FAILURE","U17",2024-12-01 05:16:04.000
"C48","LOGIN_FAILURE","U58",2024-12-01 04:43:58.000
"C2","UNAUTHORIZED_ACCESS","U13",2024-12-01 19:40:07.000
"C6","LOGIN_FAILURE","U50",2024-12-01 09:07:33.000
"C28","LOGIN_FAILURE","U6",2024-12-01 06:21:11.000
"C29","UNAUTHORIZED_ACCESS","U85",2024-12-01 04:00:08.000
"C26","MALWARE_ALERT","U51",2024-12-01 00:56:19.000
"C25","FILE_DOWNLOAD","U36",2024-12-01 04:47:55.000
"C12","DATA_EXFILTRATION","U71",2024-12-01 00:32:27.000
"C5","LOGIN_FAILURE","U100",2024-12-01 13:02:35.000
"C34","MALWARE_ALERT","U25",2024-12-01 08:39:46.000
"C48","FILE_DOWNLOAD","U11",2024-12-01 21:26:22.000
"C37","DATA_EXFILTRATION","U44",2024-12-01 11:47:17.000
"C15","FILE_DOWNLOAD","U14",2024-12-01 00:34:28.000
"C44","FILE_DOWNLOAD","U29",2024-12-01 06:20:38.000
"C36","FILE_DOWNLOAD","U74",2024-12-01 09:39:42.000
"C15","FILE_DOWNLOAD","U50",2024-12-01 01:54:28.000
"C43","MALWARE_ALERT","U5",2024-12-01 04:36:54.000
"C48","FILE_DOWNLOAD","U72",2024-12-01 15:19:36.000
"C23","FILE_DOWNLOAD","U69",2024-12-01 19:09:15.000
"C6","FILE_DOWNLOAD","U88",2024-12-01 04:08:16.000
"C46","FILE_DOWNLOAD","U57",2024-12-01 02:18:50.000
"C50","MALWARE_ALERT","U26",2024-12-01 17:20:22.000
"C44","DATA_EXFILTRATION","U6",2024-12-01 16:19:16.000
"C43","FILE_DOWNLOAD","U16",2024-12-01 13:10:53.000
"C45","UNAUTHORIZED_ACCESS","U60",2024-12-01 18:41:11.000
"C21","DATA_EXFILTRATION","U100",2024-12-01 21:36:52.000
"C23","FILE_DOWNLOAD","U12",2024-12-01 03:58:13.000
"C43","FILE_DOWNLOAD","U75",2024-12-01 16:27:25.000
"C16","UNAUTHORIZED_ACCESS","U3",2024-12-01 18:20:39.000
"C47","FILE_DOWNLOAD","U63",2024-12-01 08:03:58.000
"C15","DATA_EXFILTRATION","U64",2024-12-01 22:23:43.000
"C25","FILE_DOWNLOAD","U62",2024-12-01 01:34:43.000
"C36","FILE_DOWNLOAD","U6",2024-12-01 23:59:23.000
"C11","LOGIN_FAILURE","U19",2024-12-01 18:59:07.000
"C15","FILE_DOWNLOAD","U18",2024-12-01 10:58:55.000
"C4","UNAUTHORIZED_ACCESS","U80",2024-12-01 16:40:36.000
"C21","FILE_DOWNLOAD","U87",2024-12-01 23:25:23.000
"C13","FILE_DOWNLOAD","U43",2024-12-01 01:08:02.000
"C22","UNAUTHORIZED_ACCESS","U73",2024-12-01 02:12:52.000
"C19","FILE_DOWNLOAD","U3",2024-12-01 17:26:21.000
"C34","FILE_DOWNLOAD","U72",2024-12-01 14:37:20.000
"C14","MALWARE_ALERT","U38",2024-12-01 15:31:12.000
"C4","MALWARE_ALERT","U68",2024-12-01 03:55:50.000
"C48","LOGIN_FAILURE","U76",2024-12-01 17:51:00.000
"C46","FILE_DOWNLOAD","U44",2024-12-01 16:08:58.000
"C27","FILE_DOWNLOAD","U95",2024-12-01 02:40:32.000
"C29","LOGIN_FAILURE","U89",2024-12-01 02:56:29.000
"C47","FILE_DOWNLOAD","U80",2024-12-01 11:43:39.000
"C28","FILE_DOWNLOAD","U63",2024-12-01 22:08:50.000
"C35","LOGIN_FAILURE","U42",2024-12-01 05:24:02.000
"C8","FILE_DOWNLOAD","U64",2024-12-01 02:23:29.000
"C16","LOGIN_FAILURE","U54",2024-12-01 04:35:40.000
"C42","FILE_DOWNLOAD","U78",2024-12-01 10:00:46.000
"C36","DATA_EXFILTRATION","U77",2024-12-01 22:43:50.000
"C30","MALWARE_ALERT","U71",2024-12-01 23:02:58.000
"C18","LOGIN_FAILURE","U76",2024-12-01 21:18:44.000
"C2","LOGIN_FAILURE","U37",2024-12-01 19:57:54.000
"C49","LOGIN_FAILURE","U4",2024-12-01 11:50:22.000
"C13","FILE_DOWNLOAD","U2",2024-12-01 13:52:05.000
"C4","LOGIN_FAILURE","U99",2024-12-01 21:45:01.000
"C26","FILE_DOWNLOAD","U44",2024-12-01 19:19:01.000
"C25","LOGIN_FAILURE","U67",2024-12-01 10:44:12.000
"C30","DATA_EXFILTRATION","U68",2024-12-01 16:31:09.000
"C11","LOGIN_FAILURE","U76",2024-12-01 18:24:23.000
"C7","LOGIN_FAILURE","U83",2024-12-01 22:02:34.000
"C31","DATA_EXFILTRATION","U74",2024-12-01 15:39:47.000
